Transaction Hash,Status,Type,Method ,Block,Age,From,From_NameTag,To,To_NameTag,Amount,Value (USD),Asset,Txn Fee
0x7019a9a3a802c541b1a68a7c36d03dffba7f317075c99b891bfbf485cf74dffe,Success,ERC-20,Transfer,22638308,21 mins ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x5ea07defd3194715d35d17de68f3955c4f115c14,Liquidation Wallet,"27,806.47","$1,424.80",Ultra Token(UOS),0.0000624
0xf6af0e9e6d35823facda01b9a9cc74cced6b8ba1df94c521fff028651ad25f17,Success,ERC-20,Transfer,22638308,21 mins ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf021a7672f094ee19c9902906f1d3a207a63586d,Liq Wallet - Stepping up Activity,"29,188.61","$1,495.62",Ultra Token(UOS),0.00009142
0x2b3fdc23474ed3d9f0714f62002ebbe9fb57ca4293c24ec13d2eb50374ffd784,Success,ERC-20,Transfer,22634052,14 hrs ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"26,769.57","$1,371.67",Ultra Token(UOS),0.00011371
0xdcbadc8d2ee20305ea29fed1c2337dd73f71b00ca0d1dcd30ea719ee4e3d3287,Success,ERC-20,Transfer,22632385,20 hrs ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x07455a683a99fcfffca28140d0c7c39961e26e51,Liquidation Wallet,"140,877.39","$7,218.56",Ultra Token(UOS),0.00027386
0x9c2185a3e61957bf9f5d9035bc8bb1b57222e8a6da217eba9b3325163e3acc8a,Success,ERC-20,Transfer,22632384,20 hrs ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"110,054.98","$5,639.22",Ultra Token(UOS),0.0002784
0x26adb201aefafcb6ca9ede8042ff203aea5e0b70b44ed148e31769abc567c1e0,Success,ERC-20,Transfer,22632384,20 hrs ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf021a7672f094ee19c9902906f1d3a207a63586d,Liq Wallet - Stepping up Activity,"60,504.48","$3,100.25",Ultra Token(UOS),0.0002784
0x5012e8390eb43542dc6e309b2dd28f68b760fc423c7f52254b2d0aca5b8a46df,Success,ERC-20,Transfer,22632384,20 hrs ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"35,000","$1,793.40",Ultra Token(UOS),0.0002784
0x773240e1bffda569aedaa920235c5ff808fab7e18c596c7d521220d519aaecda,Success,ERC-20,Transfer,22605903,4 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"49,994.35","$2,561.71",Ultra Token(UOS),0.00004864
0x81716f0d71355a1b613c8683e0060dedd6c24e8502289ebeaa9fdbe81cdeea8d,Success,ERC-20,Transfer,22605903,4 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"28,831","$1,477.30",Ultra Token(UOS),0.00003318
0xdea6df19a9c53585a27b285b3241dfec122daeb4e1aa52b84691b4ec32718998,Success,ERC-20,Transfer,22605893,4 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"49,993.51","$2,561.67",Ultra Token(UOS),0.00005425
0xe4ed95074ac278692ed98c8d80ed026df6d2b8a54d2212537cd6147d04399882,Success,ERC-20,Transfer,22601453,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd7b1428a12deeb7c0d69428ac08995ba3cb544c9,UOS Liquidation Wallet #1,"40,000","$2,049.60",Ultra Token(UOS),0.00004779
0x33b2059dc2a3cb0dd722f459ac5889583e7cfae826024bd121ca7165983612c6,Success,ERC-20,Transfer,22601403,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"99,993.56","$5,123.67",Ultra Token(UOS),0.0000446
0x079041c5baa6bf1dc1b075139b8e53b8c18ad1587ae402885b2c9c1aed3e6ea4,Success,ERC-20,Transfer,22601393,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xb26f42d8ed03c5383727d550517d301f92102796,UOS Liquidation Wallet #3,"21,152.33","$1,083.85",Ultra Token(UOS),0.00004488
0x0c2c6c449313b0a142ee69d2c8a54aa9007a48be9e9568afc9e11b1d0db821a6,Success,ERC-20,Transfer,22601393,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x158a3d719ce677505a92d87ee9c463d3033a7a92,UOS Liquidation Wallet #4,"40,350.57","$2,067.56",Ultra Token(UOS),0.00003064
0x8c7a6e610540973532590f9f3b95c782486757a78b1f89b98e5d8505b87284ef,Success,ERC-20,Transfer,22601383,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"101,494.56","$5,200.58",Ultra Token(UOS),0.0000528
0x70cf0ee6401dcb26618c00263c398559274c7c6e4c011d4f719bc57b55b5e2e9,Success,ERC-20,Transfer,22601371,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"29,993.56","$1,536.87",Ultra Token(UOS),0.00003235
0x53cb2b2eee32e6ef7db0d6ffa0c75e72056e999456adff4d12e2e8e22c93e460,Success,ERC-20,Transfer,22599598,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x9bdffc833548cb78fc70eeb608f65bceaa20be1b,UOS Liquidation Wallet #6,"26,113.49","$1,338.06",Ultra Token(UOS),0.00009975
0x958a4faa6a0a9fac0e1e91a96920414804730c8e2c2bcfdb86778437720380c9,Success,ERC-20,Transfer,22599583,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"140,000","$7,173.60",Ultra Token(UOS),0.00008825
0x6a6ba4027cf0679be6306f7b5df0ecd1c128655b6561a1f3bb34a927fcdcf434,Success,ERC-20,Transfer,22599389,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"45,657.48","$2,339.49",Ultra Token(UOS),0.00006465
0x2e5fe4305ff809bc40a52539687270aae8f65d88c4ac0add87962759c2702d32,Success,ERC-20,Transfer,22599374,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"30,399.68","$1,557.68",Ultra Token(UOS),0.00006857
0x0b28cd3865d31e50f353ff8f8cd874ebd2b15465ebd0f848205286c9530742e4,Success,ERC-20,Transfer,22599119,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"80,000","$4,099.20",Ultra Token(UOS),0.00011439
0xf4789b21b3ea0e7473335673f3446b65aef87206c72910b982214e45d0479a1e,Success,ERC-20,Transfer,22599109,5 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"61,840.47","$3,168.71",Ultra Token(UOS),0.00012048
0xc9e30fb8cb39ba3bcf316bb8fbbd9430b8df882aa33253c2c56917ac8aac6e0f,Success,ERC-20,Transfer,22594869,6 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xF160Bdd31B813b7b839c1686112b17f878c39626, ,"28,290.11","$1,449.59",Ultra Token(UOS),0.00011741
0x8adc04928876029cb8ebb86ebab593be29f10ea85b3f04fcfedfbae3e68f1603,Success,ERC-20,Transfer,22592621,6 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xb26f42d8ed03c5383727d550517d301f92102796,UOS Liquidation Wallet #3,"35,758.79","$1,832.28",Ultra Token(UOS),0.00008337
0xbf9212d71ee420afb4e2a2816b78e718ce877d7d80b029421fd14b7ac4a382fc,Success,ERC-20,Transfer,22592545,6 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),"140,000","$7,173.60",Ultra Token(UOS),0.0000567
0x4e805cd3b231848784632b06710821876b8575b6aaa8b5fde03e4c5297d12187,Success,ERC-20,Transfer,22592389,6 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0.001,$0.00,Ultra Token(UOS),0.00007263
0x0748929285f6078e444cc687c9ea32fa6634789779b864b18a29c4b647e561b9,Success,ERC-20,Transfer,22592244,6 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"50,000","$2,562.00",Ultra Token(UOS),0.0002051
0xddc43e99c298f643bb79fedb2ca7d1e7cc7ef05e8ab42d6d583c222e75b34363,Success,ERC-20,Transfer,22585244,7 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),"700,000","$35,868.00",Ultra Token(UOS),0.00006116
0x4e03d84723d0d67f90b5865c8557c58b0f565ca98424fbdf1bf9eca211ba4813,Success,ERC-20,Transfer,22585208,7 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0.001,$0.00,Ultra Token(UOS),0.00007019
0x2ebb1fba7990f5540e102bd09439cbe0ae9421ade1ed3c58aae8198d4787928c,Success,ERC-20,Transfer,22584371,7 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"25,010.38","$1,281.53",Ultra Token(UOS),0.00005763
0xd13edfd918ef5836abd19aff168b313484c55cac515bdecab5eb0fc5c8d5c09e,Success,ERC-20,Transfer,22582425,7 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd556d690b9ff8dae0b7c13a5bcbd9f3324ef56c7,UOS Liquidation Wallet #7,"18,471.51",$946.48,Ultra Token(UOS),0.00039148
0x8787be2fea230d6ea614a34f48893606a513a0ff540a4badc9f62502bd86b18b,Success,ERC-20,Transfer,22580110,8 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),"500,000","$25,620.00",Ultra Token(UOS),0.00008223
0x282730c9f8c9de8185696791c910048a57f7f51cfba1bba4b527a7155643052a,Success,ERC-20,Transfer,22579976,8 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0.001,$0.00,Ultra Token(UOS),0.00007235
0x3c6b522e0c55e2280c313ce0d27e531f4b66286abb8809ef7eb2e1a5355a5917,Success,ERC-20,Transfer,22573307,9 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),"1,000,000","$51,240.00",Ultra Token(UOS),0.0000687
0x80fd1b8c4a2a264491ef5d658721cc55dbc01b398713c98a7705a3e487f38cb9,Success,ERC-20,Transfer,22573187,9 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0.001,$0.00,Ultra Token(UOS),0.00006959
0x103bc064ec05b7d6701265da7784cffe5bd94173e36c8f06fa37ae5e754f6cf9,Success,ERC-20,Transfer,22559088,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xcDfE9AeBB528A628E6a7F596a4D09e2Cf6740827, ,"23,523.77","$1,205.36",Ultra Token(UOS),0.0000265
0xadd17e5911aaafed1b7bee154e1065f9eca5aa366027bca8a8033f246306868d,Success,ERC-20,Transfer,22559033,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xb52b118028677000835ecafa32b31ef26c413ecf,UOS Liquidation Wallet #8,"23,523.78","$1,205.36",Ultra Token(UOS),0.00002663
0x0c8eae337a04a6d49e46b1aee83528760585b34329b437f9fdc389955a05f417,Success,ERC-20,Transfer,22558993,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xb52b118028677000835ecafa32b31ef26c413ecf,UOS Liquidation Wallet #8,"41,631.75","$2,133.21",Ultra Token(UOS),0.00003023
0xa873aab4417f781cf484a330dc3f2d176dd702ea57472720741e919bd1ca2021,Success,ERC-20,Transfer,22556330,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x158a3d719ce677505a92d87ee9c463d3033a7a92,UOS Liquidation Wallet #4,656.6768,$33.65,Ultra Token(UOS),0.00001902
0x5171194001aa06d75416076d6b30b46248df81484fac5b5935cf1c476358f0bc,Success,ERC-20,Transfer,22556321,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x158a3d719ce677505a92d87ee9c463d3033a7a92,UOS Liquidation Wallet #4,224.927,$11.53,Ultra Token(UOS),0.00003211
0xb94e961105bc6bc535fce4b6ac083ed30cf06602586a76422404d7cc524ecffc,Success,ERC-20,Transfer,22554024,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xcDfE9AeBB528A628E6a7F596a4D09e2Cf6740827, ,"23,030.40","$1,180.08",Ultra Token(UOS),0.00004149
0x5dff2acbd9dc1422486c27e1541296440995edaf1d88705a6e81220478332355,Success,ERC-20,Transfer,22553696,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x0e0142bc5a8118e857ebcb5b8f1c617e8840b513,UOS Liquidation Wallet #9,"47,135.44","$2,415.22",Ultra Token(UOS),0.00003732
0x305ce8bdf7ba3a1784d86055c6ba3819fd2187c9d8bb5c2dc0d0d02ee6b85aae,Success,ERC-20,Transfer,22553696,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xcDfE9AeBB528A628E6a7F596a4D09e2Cf6740827, ,"22,929.99","$1,174.93",Ultra Token(UOS),0.00003732
0xedbd9e4c6bcc458f1ff39eeabbba37068fb39c7fc1f80cf1683fa846c1e5bd1c,Success,ERC-20,Transfer,22553661,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x6441cE257282F877E549497ebc312e65BEA6B355, ,"74,592.62","$3,822.13",Ultra Token(UOS),0.00003591
0xac23ab3bc34d049cbdb03287a7066d7be1745b44062c1d36582fe538fa7bb30c,Success,ERC-20,Transfer,22553661,11 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"51,144.39","$2,620.64",Ultra Token(UOS),0.00002451
0x5d8226493e654a2e5cc398e6fa16d4e74fff54c36b0f55c9caad4000ca10caeb,Success,ERC-20,Transfer,22537951,14 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x039ca2a2fe79442cd987d7f538ddf0682fb5ec41,Liquidation Wallet,"12,757.24",$653.68,Ultra Token(UOS),0.000128
0x53c8d6dbc9fd5d569feab0fd23570024b6a1c651d90ad4c9afcec74e77452060,Success,ERC-20,Transfer,22537364,14 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x0db7845ed02635916f30797ffe09fa59dd4e6771,Liquidation Wallet,"17,014.16",$871.81,Ultra Token(UOS),0.00012309
0x909fd024d72d414c67ceae65d6d780800d3040e6550de694dea8d2e6cf65b8e8,Success,ERC-20,Transfer,22522444,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xb26f42d8ed03c5383727d550517d301f92102796,UOS Liquidation Wallet #3,"16,479.11",$844.39,Ultra Token(UOS),0.00003987
0x872e2aeeca2302ea3249613c57bafffe809db55e1ffc0782213a30e518f3af66,Success,ERC-20,Transfer,22522274,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"50,000","$2,562.00",Ultra Token(UOS),0.00005916
0x42bcf550f9c075357decde6ef43aac1aa3165481aec8face83bc37c81ddff387,Success,ERC-20,Transfer,22521148,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"96,441.42","$4,941.66",Ultra Token(UOS),0.00016209
0x59af300e9500b238660cff9c4e9f622375f25bd670ae067441a4548c6f259977,Success,ERC-20,Transfer,22521148,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x01058f9f157edb6cd05e8c0c8414ed54de3b7b5a,treasury staging wallet for liquidi,"18,735.87",$960.03,Ultra Token(UOS),0.00016209
0x315703c5a5fae74befdfe8eda126ac4c1017ce99ff1c57f92f2a779612676dd7,Success,ERC-20,Transfer,22521139,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"12,311",$630.82,Ultra Token(UOS),0.00008766
0xd179f338d4319e59361f3deeb3c6293c26b8def159d5534c14511099ccca16f6,Success,ERC-20,Transfer,22520970,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"30,617.45","$1,568.84",Ultra Token(UOS),0.00004665
0xa44e6215db5fb800139955f2d72d7792a007a0c7e6f7f6840fec8c3064198213,Success,ERC-20,Transfer,22520914,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"43,132.42","$2,210.11",Ultra Token(UOS),0.00004917
0xccdc6d2595f601aabc603fc7e9ae11b09e01090faa4325e480dc55419b745741,Success,ERC-20,Transfer,22520779,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"34,716","$1,778.85",Ultra Token(UOS),0.00002927
0x29c349a5a9b6a24e5da826cd59aef30daf61281261c5fbd373946d1c1a912e81,Success,ERC-20,Transfer,22520710,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"33,960.44","$1,740.13",Ultra Token(UOS),0.00002945
0x997dc20a5515154a1219706d521a657585440de4ef297e0c6aea73e4e16f9c53,Success,ERC-20,Transfer,22520685,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"11,091.98",$568.35,Ultra Token(UOS),0.00002238
0x2f4486813dd40149c155a745d3aa5f63eb724ff57a0f4f890d3a63dd87c57d94,Success,ERC-20,Transfer,22520626,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x01058f9f157edb6cd05e8c0c8414ed54de3b7b5a,treasury staging wallet for liquidi,"42,958.17","$2,201.18",Ultra Token(UOS),0.00003686
0x5edfff4da3b938bd6d09f247a8faba167de7bbdfd6d458967c02938ab8e39fbd,Success,ERC-20,Transfer,22520601,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"40,934.02","$2,097.46",Ultra Token(UOS),0.00003497
0x8eb22bcf32d08d6ee630f3010b6369d2a92df315b1e6c65b3671b13934601e13,Success,ERC-20,Transfer,22520591,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"20,000","$1,024.80",Ultra Token(UOS),0.00003579
0x5b4730f32024a72a8588b1288a8c8af3980426f74e482cee569b8868a2ce1db8,Success,ERC-20,Transfer,22520553,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x01058f9f157edb6cd05e8c0c8414ed54de3b7b5a,treasury staging wallet for liquidi,"29,841.34","$1,529.07",Ultra Token(UOS),0.00005358
0x649871ac10950e5796df7d84c983f05a4894f1b3aa7f99b3ee38296a684e031e,Success,ERC-20,Transfer,22520553,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"77,283.46","$3,960.00",Ultra Token(UOS),0.00005358
0x41dada877302bc067270081abe5bec2ff2e395d6cafd171360c07c480d2e6829,Success,ERC-20,Transfer,22520552,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc0a6d545ad9e8c56e09196ccb3f25f4268139f1d,Liquidation Wallet,"31,283.47","$1,602.97",Ultra Token(UOS),0.00005737
0x15719be4fb225b9370b59f3265ff834e0823ad6df87eba21469e81208b0fc780,Success,ERC-20,Transfer,22520552,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"28,000","$1,434.72",Ultra Token(UOS),0.00003912
0xdd0abe3b8d7a23917593f2044d5231a6de420dcf6043fcc25fec93ba00fe0761,Success,ERC-20,Transfer,22519923,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc0a6d545ad9e8c56e09196ccb3f25f4268139f1d,Liquidation Wallet,"33,145.94","$1,698.40",Ultra Token(UOS),0.00005927
0xd96cbd4559086cd865417c3f66a5a8d3152e5abac130a73caedf183f9ab2bbcb,Success,ERC-20,Transfer,22517879,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xa5f1b051767c8f876604c8f4c5d2b98eb21d64a5,Liquidation Wallet,"31,558.55","$1,617.06",Ultra Token(UOS),0.00013772
0x7728347e5091e9e4a9f7a4f85b5df3d8c6ebfcad7bcc02b08547c61811122f6b,Success,ERC-20,Transfer,22517879,16 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"30,479.41","$1,561.77",Ultra Token(UOS),0.00009394
0x9e0177c3b21a653dd0f8011ff3ecc66883a181401a19f12b7d585d075aae38eb,Success,ERC-20,Transfer,22516783,17 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xb87349bd063485063510d13b02064cf56bdfbd5a,Liquidation Wallet,"17,372.37",$890.16,Ultra Token(UOS),0.00006022
0x1dbd2b080b6fa1dee40f742127ab32c297cf97947978b4339a058afd70420388,Success,ERC-20,Transfer,22516651,17 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"60,000","$3,074.40",Ultra Token(UOS),0.00004547
0x873b4253ef525117056f3762e1fb2355233b8a87b6841c83e646f7ae5ebd0977,Success,ERC-20,Transfer,22516577,17 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"51,761.75","$2,652.27",Ultra Token(UOS),0.00002697
0xf6f6b03228d12a1b8db3d9b65ca90fc2ad251f92b23bdaf3315a4d391411504d,Success,ERC-20,Transfer,22516572,17 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x0e0142bc5a8118e857ebcb5b8f1c617e8840b513,UOS Liquidation Wallet #9,"43,815.82","$2,245.12",Ultra Token(UOS),0.00004045
0xe88f193af3ddfed86010c09be0d6c70b53eb7d86de183fcfa95db010b938b3aa,Success,ERC-20,Transfer,22516415,17 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"50,220.32","$2,573.29",Ultra Token(UOS),0.00005604
0x34e4bd107ae1c7ef922b072bb2503398b8ce2f9c60070b405407843a7a176044,Success,ERC-20,Transfer,22516415,17 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x5ea07defd3194715d35d17de68f3955c4f115c14,Liquidation Wallet,"19,808.76","$1,015.00",Ultra Token(UOS),0.00003825
0x33a5a5c7c5e8e01dcbe20dcd40b17ef42c502a39a727885e5c2341774cb50bb1,Success,ERC-20,Transfer,22516125,17 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"50,000","$2,562.00",Ultra Token(UOS),0.00005803
